Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,light,5_mag_acc
100,-0.12576298,-0.3489016,10.497985,0.1132891,-0.16161545,0.10383323,,,,,10.504534150253692
105,-0.026350625,-0.3872292,10.254844,0.14524703,-0.13604912,0.11288796,6.4928513,-7.650873,-45.754616,,10.262186232626386
110,0.05030468,-0.40998632,9.991341,0.17187862,-0.100895435,0.11768165,,,,,9.999875715312568
115,0.12696001,-0.4734665,9.762573,0.1867923,-0.056687,0.118746914,6.184986,-6.6398907,-46.857338,,9.774871914817627
120,0.20960401,-0.47466418,9.503861,0.18572704,-0.013543826,0.117149025,,,,,9.518015225460829
125,0.25032714,-0.40759084,9.263116,0.16708493,0.026403556,0.10756165,6.8002377,-7.0635147,-46.21807,,9.275457508895638
130,0.3162028,-0.31536487,9.057104,0.13512702,0.067948826,0.099572174,,,,,9.06810741438223
135,0.3317734,-0.21116155,8.903793,0.09358173,0.1126899,0.086256385,7.7250404,-8.231096,-46.33631,,8.912473987395137
140,0.35213497,-0.2051729,8.77324,0.0376554,0.16275729,0.07081006,,,,,8.782700897422803
145,0.3006322,-0.14528592,8.685805,-0.025727777,0.20217204,0.057494268,6.6489944,-8.837076,-46.356056,,8.69222044222603
150,0.24314068,-0.13330853,8.673828,-0.09070886,0.23626046,0.042580582,,,,,8.678259083942217
155,0.21319723,-0.066235125,8.773241,-0.16261414,0.26448995,0.028732156,6.341461,-9.567209,-45.58143,,8.776081004340403
160,0.15690346,-0.06982833,8.875048,-0.22919309,0.28472996,0.017546887,,,,,8.876709508243161
165,0.07905042,-0.059048682,9.051116,-0.2941742,0.29165417,0.007959516,5.418434,-7.699642,-47.947487,,9.05165380254924
170,-0.022757404,-0.04946676,9.235567,-0.3453068,0.28419733,-0.0026931195,,,,,9.235727511748639
175,-0.07905116,-0.056653216,9.519431,-0.3831237,0.27460995,-0.009617331,7.8767796,-6.319393,-46.818962,,9.519927795763028
180,-0.18924317,-0.055455476,9.790121,-0.40123317,0.26076153,-0.016541544,,,,,9.792106896978353
185,-0.23715273,-0.06144418,10.02368,-0.40602684,0.24478257,-0.019204704,7.5670013,-5.282933,-46.219612,,10.026673304092556
190,-0.32219225,-0.10096957,10.269217,-0.39910266,0.22187942,-0.016008914,,,,,10.274766201384587
195,-0.38687015,-0.16085653,10.387793,-0.3799279,0.18672572,-0.010682597,7.4175777,-7.5149345,-47.4356,,10.396239067424991
200,-0.42400005,-0.18720679,10.454866,-0.3564921,0.14997414,-0.0048236465,,,,,10.46513475797508
205,-0.40483624,-0.1967887,10.617759,-0.32400155,0.111092,0.0026331982,6.1844826,-7.6462765,-45.143272,,10.627296192152828
210,-0.41441816,-0.19918418,10.656086,-0.29044577,0.06528567,0.010090043,,,,,10.666001387037978
215,-0.36770633,-0.20756836,10.684832,-0.251031,0.01575092,0.019677414,7.107683,-6.766344,-46.36863,,10.693172000740434
220,-0.33776283,-0.24829152,10.69681,-0.20735519,-0.031120675,0.028199522,,,,,10.705021092194704
225,-0.2503279,-0.25308245,10.708787,-0.16474466,-0.070002794,0.030862683,7.568815,-6.6096153,-46.2042,,10.714701759516473
230,-0.14492682,-0.26865306,10.623747,-0.120003596,-0.09983017,0.031927943,,,,,10.628131471232923
235,-0.08863307,-0.31416714,10.536312,-0.0747299,-0.12166807,0.02713426,7.7237206,-6.7662716,-46.97236,,10.54136743379612
240,-0.03832802,-0.32973778,10.462053,-0.03851094,-0.1323207,0.019677414,,,,,10.467318138639211
245,0.0011973754,-0.3309355,10.37821,-0.0060204025,-0.13924493,0.010622675,6.338045,-6.193014,-46.703926,,10.383485086567424
250,-0.03832802,-0.3129694,10.1769905,0.01635013,-0.1424407,0.00316583,,,,,10.181873821627518
255,0.033536345,-0.25068697,10.065601,0.03499224,-0.13125543,-0.0032257512,6.185589,-7.082119,-46.852196,,10.068778085476147
260,0.10540068,-0.28901464,10.091951,0.05523225,-0.09769965,-0.010682597,,,,,10.096638735335626
265,0.16888088,-0.30099198,10.100335,0.079733305,-0.05881753,-0.016008914,7.26215,-7.3513317,-46.20324,,10.10622996155732
270,0.23595427,-0.38603148,10.0129,0.10103858,-0.018870145,-0.023998389,,,,,10.023116338299292
275,0.21319722,-0.38483375,9.943432,0.12021332,0.027468817,-0.03784681,6.3366356,-5.16115,-46.71592,,9.953159800203089
280,0.18684696,-0.35249478,9.895521,0.1298007,0.07061199,-0.057554185,,,,,9.903559976989563
285,0.101807475,-0.28661916,9.9063015,0.13352914,0.10310253,-0.0793921,6.4926033,-6.3450375,-47.162636,,9.910969917911528
290,-0.01796645,-0.24589601,9.924267,0.13565966,0.12174463,-0.09856684,,,,,9.92732910345721
295,-0.11378559,-0.19439323,9.957805,0.12926807,0.12600571,-0.10921948,6.4906883,-6.319557,-45.460564,,9.960352217988403
300,-0.27787587,-0.18720679,9.937443,0.12181122,0.121212,-0.11348052,,,,,9.943089799433542
305,-0.38207918,-0.15007688,9.97098,0.121278584,0.11375516,-0.10549106,5.5696144,-6.504137,-47.02897,,9.97942632269511
310,-0.46112996,-0.14289044,10.004517,0.121278584,0.09884147,-0.09963211,,,,,10.01615789218311
315,-0.41082492,-0.11055149,9.976969,0.11808279,0.072742514,-0.09004474,6.184023,-7.0612717,-45.459602,,9.986035708618072
320,-0.46592093,-0.09617859,9.960199,0.11222384,0.039186712,-0.080989994,,,,,9.971554380024584
325,-0.44795483,-0.06982835,9.966188,0.1063649,-0.0007606648,-0.07885946,7.417715,-8.240398,-46.653374,,9.976494513581816
330,-0.50664407,-0.008743644,9.979364,0.10263647,-0.047099628,-0.0777942,,,,,9.992220499442181
335,-0.5509604,0.07270263,9.926662,0.10103858,-0.09397123,-0.07459842,6.338585,-7.213295,-45.91828,,9.942206067921802
340,-0.6204293,0.13019413,9.955409,0.097310156,-0.14031018,-0.066608936,,,,,9.975572734688768
345,-0.62042934,0.14336924,9.805692,0.08878805,-0.18345335,-0.056488924,6.6444435,-5.8819447,-45.926094,,9.826346365957951
350,-0.6252203,0.14097376,9.712268,0.078135416,-0.22073756,-0.041575238,,,,,9.733392200479987
355,-0.58210164,0.2092449,9.600878,0.061091196,-0.24736916,-0.028792074,5.41424,-6.630718,-45.483727,,9.620783965891277
360,-0.571322,0.20086072,9.566144,0.04457961,-0.26228285,-0.016541544,,,,,9.585294199202178
365,-0.6443841,0.27751604,9.562551,0.027002765,-0.27879444,-2.9960647e-05,7.569008,-7.625265,-45.109077,,9.588254671648594
370,-0.5653333,0.31464595,9.488291,0.012621708,-0.29850182,0.014883729,,,,,9.510324385352021
375,-0.56174004,0.32542562,9.507455,-0.0060204025,-0.31075236,0.029797418,7.2635975,-7.6600456,-47.128227,,9.529593605380903
380,-0.4946667,0.38052163,9.418822,-0.017738303,-0.31394812,0.043645844,,,,,9.43947560633909
385,-0.42519778,0.41166285,9.30863,-0.03744568,-0.3064913,0.054298483,6.800991,-7.3629684,-46.524117,,9.327424721276879
390,-0.38327694,0.4260357,9.259522,-0.05235937,-0.2899797,0.061222687,,,,,9.27723855998617
395,-0.295842,0.41405833,9.142143,-0.06940358,-0.2590871,0.066549,5.108326,-7.6718845,-45.78881,,9.156295398361468
400,-0.24194369,0.47634077,9.118189,-0.086447805,-0.2074218,0.0681469,,,,,9.133827670698413
405,-0.18924317,0.50987744,9.118189,-0.099763595,-0.13924493,0.0681469,5.418085,-7.695009,-47.638023,,9.134394266777276
410,-0.2299663,0.64043105,9.173285,-0.1082857,-0.060948055,0.0681469,,,,,9.198488686744405
415,-0.2503279,0.6655836,9.267906,-0.1098836,0.01575092,0.07187533,5.262657,-7.5314045,-46.405663,,9.295146433001655
420,-0.14492682,0.5541938,9.386482,-0.11094886,0.08978673,0.07560374,,,,,9.403944857741232
425,-0.047909938,0.53383225,9.506256,-0.10508992,0.1579636,0.069744796,6.6471806,-7.510393,-46.371468,,9.521353652230088
430,-0.025152892,0.507482,9.578121,-0.093904644,0.21548784,0.059092164,,,,,9.591588634785218
435,-0.13175169,0.51586616,9.617647,-0.07792569,0.26076153,0.04897216,7.1095963,-6.7918243,-48.070686,,9.632373031577421
440,-0.24793239,0.5661712,9.677533,-0.064077266,0.28899103,0.043645844,,,,,9.697250397087288
445,-0.3401583,0.7158886,9.744606,-0.047565684,0.29804575,0.044711106,6.4907455,-6.609743,-45.147667,,9.776786294683179
450,-0.46112996,0.7913462,9.836833,-0.032651994,0.28472996,0.054298483,,,,,9.879380199089063
455,-0.40723172,0.8021258,9.949421,-0.016140407,0.24957627,0.05696164,6.491596,-5.607992,-47.171196,,9.990006091491676
460,-0.38567242,0.8021258,10.004517,0.0035669683,0.20430256,0.053233214,,,,,10.044028545253308
465,-0.3245877,0.7673914,10.040448,0.024872238,0.1494415,0.04311321,6.0318375,-7.5197315,-46.386665,,10.074961179899864
470,-0.26230526,0.7853575,10.009307,0.048840664,0.09085199,0.025003733,,,,,10.04349625740354
475,-0.31979674,0.8284761,9.959002,0.07067856,0.026936186,0.0063616205,6.798418,-6.605074,-45.140068,,9.998518062152502
480,-0.31141257,0.8596173,9.920674,0.08719015,-0.03431647,-0.013878386,,,,,9.962715107112583
485,-0.32338998,0.89914274,9.911093,0.10370173,-0.085449114,-0.035183653,5.723074,-6.3520775,-46.872154,,9.957047915959233
490,-0.25631654,0.9183066,9.900312,0.117550164,-0.12965754,-0.058619447,,,,,9.946112953190564
495,-0.26470074,0.8955495,9.852403,0.13565966,-0.15948492,-0.0793921,5.724888,-7.6787586,-46.85676,,9.896561032152322
500,-0.33297187,0.84284896,9.754189,0.15430176,-0.18451862,-0.101229995,,,,,9.796196592724412
505,-0.4383729,0.8919563,9.7745495,0.16868281,-0.20316073,-0.11507843,7.4140263,-6.1650906,-45.903664,,9.824946552959682
510,-0.57012427,0.90992236,9.725443,0.18625967,-0.22872706,-0.11933947,,,,,9.784540966786333
515,-0.69588685,0.99855506,9.544584,0.19211863,-0.25642392,-0.11720895,7.4140263,-6.1650906,-45.903664,,9.621873749374938
520,-0.73062134,1.1542611,9.222392,0.17880283,-0.2835881,-0.107088946,,,,,9.323016702285832
525,0.9522023,0.199663,9.047523,0.12553965,-0.37307027,-0.11774158,4.6476326,-7.400284,-46.886772,,9.099682794978257
530,-0.008384556,0.5014933,9.721849,0.03499224,-0.5120871,-0.17473318,,,,,9.734778570133232
535,-0.95699406,1.1446793,9.210415,0.01954592,-0.5259356,-0.18804897,6.645092,-7.4825974,-44.51467,,9.330480845216325
540,-1.4828016,1.7004304,8.543274,0.030198557,-0.402365,-0.15396053,,,,,8.836158371672767
545,-1.6001799,2.0381927,8.601963,0.032329082,-0.24683654,-0.096436314,5.262867,-6.8105736,-47.497353,,8.983795002562463
550,-1.1654006,2.0070515,8.999613,0.0014364414,-0.16268072,-0.038912073,,,,,9.294054466803043
555,-0.74020326,1.7411535,9.379296,-0.055022527,-0.14776702,-0.0032257512,5.7245407,-7.6741276,-46.54728,,9.568213513101226
560,-0.58569485,1.4908259,9.673941,-0.09710044,-0.12965754,0.0042310935,,,,,9.805648106724426
565,-0.3389606,1.2129505,9.776945,-0.10295938,-0.06947017,-0.008552069,6.80381,-9.426693,-46.500145,,9.857727767433406
570,-0.15929969,0.9123179,9.954211,-0.08591517,0.012555129,-0.030922601,,,,,9.997200456848683
575,-0.15570647,0.72906375,10.238075,-0.05662042,0.09244989,-0.05702156,4.186014,-6.8269157,-47.52395,,10.265181837745931
580,-0.3245877,0.6919338,10.469239,-0.030521467,0.14251728,-0.06927209,,,,,10.49709935161589
585,-0.3209945,0.6236627,10.606978,-0.0070856675,0.1595615,-0.06873946,5.4157505,-6.3613796,-47.18923,,10.63014463330041
590,0.5305981,0.09066872,10.724358,-0.004422508,0.11162463,-0.08578368,,,,223.0,10.737858709848721
595,0.0203612,0.1876856,10.9363575,-0.01454251,0.025338292,-0.13585106,5.416813,-7.388611,-46.867775,,10.937986827141412
600,-0.7030733,0.75301856,10.556674,0.024872238,0.023740396,-0.15875421,,,,,10.60682398077546
605,-1.1258752,1.1794138,10.016493,0.08346173,0.09777621,-0.14384054,4.9531174,-5.9192066,-46.741554,,10.148337001531557
610,-1.2480447,1.4596847,9.823657,0.114354365,0.17181203,-0.115611054,,,,,10.009621963404072
615,-1.1007228,1.4608824,9.798505,0.10423437,0.18246466,-0.07726157,4.4946938,-7.559292,-47.50779,,9.96777148133396
620,-1.0432312,1.3830295,9.778144,0.06854804,0.13506043,-0.045836292,,,,,9.930418018354498
625,-0.9725647,1.1901934,9.903906,0.030731188,0.06262251,-0.023465758,7.4196835,-8.556063,-48.04255,,10.022464591203386
630,-0.84440655,0.99855506,9.853601,-0.0012267176,-0.018337512,-0.012280491,,,,,9.939999361002771
635,-0.7258304,0.8668037,9.947025,-0.017205669,-0.09450386,-0.012280491,4.184284,-5.9355125,-47.070015,,10.011068113569243
640,-0.594079,0.9183065,10.10872,-0.024129882,-0.14883229,-0.021867862,,,,207.0,10.167715413237294
645,-0.5509604,0.9901709,10.175793,-0.018270934,-0.17546387,-0.027726812,6.1842346,-6.3404408,-46.551292,,10.238689318092623
650,-0.65995467,1.0512556,10.241669,-0.0054877717,-0.1861165,-0.026661547,,,,,10.316610994340495
655,-0.65516376,0.99136865,10.386595,0.0056974953,-0.19091019,-0.022933127,6.799635,-6.6212883,-46.223198,,10.45434871460892
660,-0.5964745,0.9590297,10.48481,0.008360654,-0.19091019,-0.021335231,,,,,10.545461608233769
665,-0.5485649,0.893154,10.639318,0.0142196035,-0.18718177,-0.027726812,6.491852,-6.0455856,-46.85659,,10.690824805521416
670,-0.5976723,0.85003537,10.718369,0.03179645,-0.17439862,-0.038912073,,,,,10.768621375487175
675,-0.66714114,0.8727924,10.78664,0.05629751,-0.15628913,-0.045303658,7.4162407,-7.7865887,-45.884834,,10.842437288902264
680,-0.74140096,0.88117665,10.832154,0.080798574,-0.13498387,-0.04743419,,,,,10.893195488547432
685,-0.8036834,0.8835721,10.847725,0.10956068,-0.11421123,-0.038379446,4.493824,-7.5477104,-46.734123,,10.913282931316267
690,-0.8384178,0.9015382,10.808199,0.13565966,-0.09983017,-0.025596285,,,,184.0,10.878091797600215
695,-0.8420111,0.8991427,10.648901,0.1548344,-0.083851226,-0.011215228,4.6477413,-7.980654,-46.26098,,10.719912909874198
700,-0.83362687,0.94825,10.457262,0.16655229,-0.07053543,0.0005026711,,,,,10.533206556292818
705,-0.87195456,0.97460026,10.307545,0.17028072,-0.06520911,0.011155306,6.0331917,-8.26141,-46.68757,,10.390170082752345
710,-0.8503952,1.072815,10.160223,0.16282387,-0.066807,0.025003733,,,,,10.25203567249632
715,-0.8156608,1.1554589,10.081171,0.15057334,-0.07266595,0.038319528,4.494034,-6.8268795,-47.825813,,10.179901597829266
720,-0.70666647,1.1698318,9.949421,0.12926807,-0.077992275,0.046841636,,,,,10.042851297084633
725,-0.54976267,1.1267133,9.964991,0.105832264,-0.08331859,0.05483111,6.341734,-8.268322,-47.453636,,10.043543572056798
730,-0.35692665,1.0141256,10.081171,,,,,,,,10.138335962932802
735,-0.2503279,0.90752685,10.167409,0.089320675,-0.0902428,0.057494268,6.4930077,-6.6398544,-47.159203,,10.210899804339984
740,-0.14492682,0.8045213,10.38899,0.07280909,-0.09450386,0.052167952,,,,161.0,10.421102222193628
745,-0.033537067,0.7386457,10.556674,0.070145935,-0.10249334,0.04417848,5.1102943,-7.987547,-47.178,,10.582536942872792
750,0.03353633,0.67995644,10.64411,0.07334173,-0.1237986,0.032993205,,,,,10.665858762323236
755,0.023954421,0.6715722,10.694414,0.07866804,-0.15309334,0.017546887,6.4914417,-6.619009,-45.76661,,10.715506233374803
760,0.053897902,0.7027135,10.8046055,0.07920068,-0.19091019,0.0036984617,,,,,10.827567190165688
765,0.18804471,0.6320469,10.910007,0.0829291,-0.22712916,-0.009617331,5.7267647,-8.427385,-47.621864,,10.929917512808942
770,0.34135532,0.6164763,10.960312,0.08505962,-0.2612176,-0.026661547,,,,,10.982941574109278
775,0.4383722,0.49071363,10.9627075,0.08878805,-0.2915776,-0.051695243,5.5740566,-8.878899,-48.084724,,10.982437151331979
780,0.49586368,0.46556112,10.895634,0.096244894,-0.3048934,-0.08738157,,,,,10.916843326143084
785,0.5006547,0.38770807,10.796222,0.1063649,-0.3000997,-0.12253528,4.34083,-7.4165344,-47.668037,,10.814776102604215
790,0.48029307,0.32063466,10.580629,0.11701753,-0.27772915,-0.14969948,,,,138.0,10.596376647417001
795,0.39405584,0.3194369,10.3949795,0.12394174,-0.2479018,-0.16887422,5.724594,-7.9643116,-46.234383,,10.40734926595336
800,0.3557282,0.3002731,10.234482,0.119680695,-0.19517125,-0.1800595,,,,,10.245063606204837
805,0.27787516,0.30506405,10.066798,0.1063649,-0.12965754,-0.18645106,6.4953403,-7.973484,-47.607994,,10.075251890248275
810,0.21080172,0.34818268,9.913488,0.07920068,-0.066274375,-0.19071212,,,,,9.921840195747507
815,0.14612384,0.38770807,9.908697,0.039785925,0.00030459874,-0.19071212,5.5733604,-8.869633,-47.465782,,9.917355794866316
820,0.09821424,0.48831815,9.949419,-0.00495514,0.0541004,-0.18964687,,,,,9.961879295098852
825,0.010779299,0.48352718,10.021284,-0.05608779,0.101504624,-0.18911423,4.494171,-7.5523434,-47.043587,,10.032948107896386
830,-0.04910767,0.47274756,10.102731,-0.10136149,0.13985412,-0.18378791,,,,,10.113905055768507
835,-0.12696072,0.4044764,10.210527,-0.13811307,0.17447518,-0.17207001,4.338743,-7.3887405,-45.81124,,10.219323940472233
840,-0.1569042,0.28350472,10.4081545,-0.17592992,0.19418256,-0.15449317,,,,117.0,10.413197105121471
845,-0.12696072,0.16373082,10.60099,-0.20309414,0.19471519,-0.12892684,6.186863,-7.3885193,-47.622444,,10.603014466930656
850,-0.10899464,0.12300768,10.768674,-0.22067098,0.17926887,-0.10229526,,,,,10.769928061002252
855,-0.01916419,0.12420542,10.973488,-0.23185626,0.1478436,-0.074065775,6.4948196,-7.9665356,-47.143806,,10.974207631472977
860,0.09701651,0.09785516,11.143566,-0.23185626,0.10736358,-0.050629973,,,,,11.144417931498586
865,0.2706887,0.10743707,11.43821,-0.22546467,0.06315514,-0.034651026,5.1109524,-8.719959,-46.859962,,11.44191693294519
870,0.46112925,0.073900364,11.767589,-0.20415941,0.019479342,-0.026661547,,,,,11.77685239450363
875,0.6851065,0.0595275,12.045464,-0.1706036,-0.023131197,-0.035183653,7.4198017,-8.268194,-48.51017,,12.065078425559218
880,0.862372,-0.062641904,12.178413,-0.11680781,-0.059882794,-0.052760504,,,,,12.209068460496475
885,1.0192757,-0.12492435,12.170029,-0.045435157,-0.085449114,-0.074065775,6.342081,-8.272955,-47.7631,,12.213276992956247
890,1.1546203,-0.22912765,12.050255,0.04457961,-0.09663438,-0.09430579,,,,98.0,12.107613021656729
895,1.2013321,-0.29620108,11.8538265,0.1313986,-0.09184069,-0.11348052,7.109907,-7.5196037,-47.4432,,11.918227073956338
900,1.2288802,-0.2818282,11.649012,0.21555442,-0.08598175,-0.12839422,,,,,11.717041190352251
905,1.2240891,-0.29859653,11.474142,0.28905758,-0.08331859,-0.13957947,7.571581,-8.383158,-46.493126,,11.543114339234055
910,1.3103263,-0.22553441,11.198662,0.35084286,-0.08491649,-0.14703631,,,,,11.277315787580383
915,1.3893772,-0.16684522,10.959114,0.4051713,-0.09663438,-0.15928686,7.110201,-7.2340508,-48.06556,,11.048094224630448
920,1.4983714,-0.18600905,10.785442,0.44565132,-0.11527649,-0.17366791,,,,,10.890614094456927
925,1.5870041,-0.19439322,10.669262,0.46855447,-0.13817964,-0.19976686,7.420746,-9.583296,-47.721092,,10.788397580829267
930,1.6504843,-0.21954575,10.417736,0.48293555,-0.16214807,-0.23279002,,,,,10.549953655186622
935,1.6828232,-0.23990732,10.090754,0.49412084,-0.17493124,-0.26847637,6.4966965,-8.715162,-47.908913,,10.232925570586538
940,1.6900098,-0.21355706,9.821262,0.49518606,-0.16694176,-0.31055427,,,,84.0,9.967894813581045
945,1.5929928,-0.15367009,9.550573,0.4861313,-0.14989756,-0.34730586,7.264658,-8.687275,-46.80677,,9.683733019127564
950,1.4181229,-0.06144418,9.314618,0.46802187,-0.12592912,-0.37447006,,,,,9.422152430983287
955,1.2013321,0.07150488,9.048719,0.43819445,-0.09503649,-0.39630795,8.340412,-8.366852,-46.164665,,9.12839675426716
960,0.92225885,0.18888333,8.961286,0.40250814,-0.06574174,-0.41068903,,,,,9.01059848581387
965,0.6755246,0.30745953,8.841511,0.36096287,-0.042305943,-0.41335216,5.4185715,-8.425106,-47.16526,,8.872608500937815
970,0.53419137,0.4008832,8.896607,0.3172871,-0.024729092,-0.40642798,,,,,8.921641321655658
975,0.4323835,0.48472494,8.890618,0.27680704,-0.013543826,-0.39417744,6.6487827,-9.557907,-45.264366,,8.914314453756624
980,0.38567165,0.4895159,8.76845,0.23472916,-0.0060869823,-0.3787311,,,,,8.790567890669324
985,0.39285815,0.4511882,8.634302,0.19637968,0.0024351259,-0.35902375,7.2694473,-11.066669,-48.171974,,8.655003139516742
990,0.35932142,0.41046512,8.51932,0.14950807,0.013620393,-0.33239216,,,,,8.536767934060727
995,0.39645132,0.41166285,8.352833,0.097310156,0.02853408,-0.30682585,6.4972363,-9.735445,-47.123253,,8.372362813273734
1000,0.45514056,0.39489448,8.276178,0.036590137,0.05250251,-0.27859634,,,,,8.298085132569778
1005,0.544971,0.41046512,8.219885,-0.026260411,0.08019936,-0.24557321,7.416689,-9.239832,-44.47512,,8.248150363493782
1010,0.64917433,0.36375326,8.252224,-0.08964359,0.11055937,-0.22107214,,,,,8.28570725352203
1015,0.76295954,0.35417134,8.352834,-0.14610255,0.14091939,-0.20189738,7.4177704,-8.530582,-46.340492,,8.395080727980547
1020,1.0444283,0.3889058,8.562439,-0.19989836,0.1696815,-0.19284265,,,,,8.634665009358239
1025,1.2516372,0.36974198,8.866664,-0.23824783,0.20749836,-0.19976686,7.417055,-7.507986,-46.971397,,8.962200360463616
1030,1.3450608,0.37932387,9.127771,-0.2558247,0.24957627,-0.22107214,,,,,9.234136591067376
1035,1.4049478,0.36375326,9.447568,-0.2542268,0.28952366,-0.25089955,8.0356865,-9.279137,-47.709328,,9.558385630926882
1040,1.4169252,0.31105274,9.633217,-0.23238888,0.32414472,-0.2812595,,,,,9.74183250721062
1045,1.2899648,0.35656685,9.699092,-0.19989836,0.34971103,-0.3100216,7.7261944,-8.825367,-46.638924,,9.7909925302914
1050,1.0995243,0.44400182,9.702686,-0.16048361,0.3640921,-0.33505532,,,,,9.774876312110031
1055,0.85039455,0.57096213,9.59968,-0.1231994,0.37314683,-0.35423005,7.573393,-9.709839,-46.477715,,9.654171365112793
1060,0.6575585,0.72906375,9.514641,-0.08751307,0.37634262,-0.36754584,,,,,9.565161289354577
1065,0.48867726,0.81410325,9.416426,-0.05768569,0.37581,-0.37180692,8.035744,-9.5693245,-47.39643,,9.464177099969001
1070,0.3497395,0.8991427,9.373307,-0.02998883,0.36995104,-0.37180692,,,,,9.422826509549699
1075,0.20241757,0.94585454,9.283478,-0.00016145402,0.35983104,-0.3664806,8.803394,-8.813658,-46.92179,,9.333733307737441
1080,0.0479092,0.97699577,9.140945,0.03179645,0.35556996,-0.3547627,,,,,9.193132845720633
1085,-0.0898308,0.97699577,9.0475235,0.066417515,0.3502437,-0.3366532,9.415525,-8.327347,-44.590736,,9.100564366580723
1090,-0.24074596,1.0021483,9.012788,0.09890805,0.33799312,-0.3110869,,,,92.0,9.071527289568897
1095,-0.42160457,1.0895833,8.998415,0.1298007,0.3124268,-0.28498793,8.957256,-8.956413,-46.76156,,9.073941519169537
1100,-0.64917505,1.1842046,8.951703,0.16175862,0.27407733,-0.2610195,,,,,9.052997038573064
1105,-0.7677512,1.301583,8.934935,0.19584705,0.22933625,-0.23225741,10.802868,-10.370062,-44.53257,,9.061822314811488
1110,-0.8599771,1.4321368,8.825941,0.23259863,0.1766057,-0.19816896,,,,,8.982639420678069
1115,-0.91866636,1.5171762,8.695387,0.26455653,0.12014674,-0.16461317,8.9555,-7.919918,-46.464073,,8.874431056840269
1120,-0.99412394,1.5974247,8.524111,0.2906555,0.059959352,-0.13212264,,,,,8.72929071692381
1125,-0.961785,1.6369501,8.319297,0.3092976,-0.0028911917,-0.10176263,9.417961,-8.359774,-46.75701,,8.533190410996582
1130,-0.901898,1.6716845,8.09532,0.3092976,-0.061480686,-0.07353315,,,,,8.315176184083187
1135,-0.8444065,1.6489275,7.8857155,0.29331863,-0.114743866,-0.051162608,9.725222,-8.928528,-45.659416,,8.10040080393796
1140,-0.7258303,1.6656959,7.722823,0.26508915,-0.16427861,-0.035183653,,,,,7.9336856217652025
1145,-0.62162703,1.7303739,7.611433,0.21981548,-0.20688915,-0.026661547,10.648621,-8.196005,-46.88305,,7.830359270922173
1150,-0.53538984,1.7603173,7.5575347,0.16921546,-0.22979231,-0.021867862,,,,,7.7782832308394765
1155,-0.4743051,1.7663059,7.4760885,0.1164849,-0.23831442,-0.0208026,10.803638,-8.933031,-47.02543,,7.696538255611615
1160,-0.44795486,1.7663059,7.314394,0.05576488,-0.22659653,-0.010682597,,,,,7.537961241357535
